img,lat,lng,address,place
20250804_164316.jpg,37.368187,128.39053,강원특별자치도 평창군 평창읍,
20250804_174246.jpg,37.526137,128.448947,강원특별자치도 평창군 대화면,
20250804_191437.jpg,37.396761,128.507211,강원특별자치도 평창군 미탄면,
20250805_102805.jpg,37.408569,128.508867,강원특별자치도 평창군 미탄면,
20250805_111507.jpg,37.406091,128.511511,강원특별자치도 평창군 미탄면,
20250805_140738.jpg,37.691267,128.753781,강원특별자치도 평창군 대관령면,
20250805_150525.jpg,37.671824,128.627584,강원특별자치도 평창군 대관령면,
20250805_155411.jpg,37.612029,128.378298,강원특별자치도 평창군 봉평면,
20250809_185704.jpg,35.207051,128.57807,경상남도 창원시 마산합포구 오동동,
20251025_162213.jpg,36.116676,128.017618,경상북도 김천시 대항면,
20251025_171357.jpg,36.116749,128.010462,경상북도 김천시 대항면,
20251025_171437.jpg,36.116749,128.010462,경상북도 김천시 대항면,
20251109_090654.jpg,35.167252,128.974106,부산광역시 사상구 구포2동,
20251109_105432.jpg,35.167524,128.97395,부산광역시 사상구 구포2동,
20251115_194157.jpg,35.092857,128.79912,경상남도 창원시 진해구,
20251115_194550.jpg,35.092855,128.799154,경상남도 창원시 진해구,
20251122_201941.jpg,35.209871,129.076073,부산광역시 동래구 온천2동,
20251122_212008.jpg,35.21393,129.056104,부산광역시 동래구 온천2동,
20251130_154954.jpg,35.227268,128.680251,경상남도 창원시 성산구,
20251225_133256.jpg,35.170065,128.949121,부산광역시 강서구,
20251225_143626.jpg,35.169655,128.949906,부산광역시 강서구,
20251225_180514.jpg,33.23331,126.369207,제주특별자치도 서귀포시,
20251225_194952.jpg,33.258385,126.407127,제주특별자치도 서귀포시,
20251226_125349.jpg,33.257485,126.417073,제주특별자치도 서귀포시,
20251226_134301.jpg,33.258005,126.416679,제주특별자치도 서귀포시,
20251226_151656.jpg,33.290311,126.368859,제주특별자치도 서귀포시 안덕면,
20251226_152836.jpg,33.290694,126.369567,제주특별자치도 서귀포시 안덕면,
20251226_170037.jpg,33.253162,126.370806,제주특별자치도 서귀포시 안덕면,
20251226_182811.jpg,33.218209,126.250104,제주특별자치도 서귀포시 대정읍,
20251227_135637.jpg,33.290105,126.456064,제주특별자치도 서귀포시,
20251227_173622.jpg,33.485542,126.407962,제주특별자치도 제주시 애월읍,
20251227_174144.jpg,33.485331,126.408013,제주특별자치도 제주시 애월읍,
20251228_110006.jpg,33.238487,126.366182,제주특별자치도 서귀포시 안덕면,
20251228_111846.jpg,33.233229,126.31359,제주특별자치도 서귀포시 안덕면,
20251228_115730.jpg,33.234968,126.313937,제주특별자치도 서귀포시 안덕면,
20251228_123149.jpg,33.224841,126.300245,제주특별자치도 서귀포시 안덕면,
20251228_123326.jpg,33.22483,126.300227,제주특별자치도 서귀포시 안덕면,
20251228_140205.jpg,33.299869,126.168337,제주특별자치도 제주시 한경면,
20251228_142954.jpg,33.308177,126.163777,제주특별자치도 제주시 한경면,
